bundle,n,seed,degree,left,right,kappa,count,last_step,last_signed_mean_gamma_difference,last_slope_gradient_difference,last_slope_parameter_difference,last_coarse_residual_difference,max_abs_signed_mean_gamma_difference,max_abs_slope_gradient_difference,max_abs_slope_parameter_difference,max_abs_coarse_residual_difference
core_N128_s5,128,5,7,moment5,moment9,0.001,1019,19980,1.4600754363644497e-05,1.628314565398281e-05,0.0006281566439544526,1.343163219934416e-05,1.4600754363644497e-05,1.628314565398281e-05,0.0006281566439544526,1.343163219934416e-05
core_N128_s5,128,5,7,moment5,moment9,0.01,1019,19980,1.4473155189834164e-05,1.6208238273126156e-05,0.0006256580079503765,1.3330752381756961e-05,1.4473155189834164e-05,1.6208238273126156e-05,0.0006256580079503765,1.3330752381756961e-05
core_N128_s5,128,5,7,moment5,moment9,0.1,1019,19980,1.3701425810849766e-05,1.553076812965507e-05,0.0006027535958683355,1.2402827720986904e-05,1.3701425810849766e-05,1.553076812965507e-05,0.0006027535958683355,1.2402827720986904e-05
core_N128_s5,128,5,7,moment5,moment9,1.0,1019,19980,1.0134119160981614e-05,1.2508636535496509e-05,0.0004953078914467776,7.720333069875212e-06,1.0134119160981614e-05,1.2508636535496509e-05,0.0004953078914467776,7.720333069875212e-06
core_N128_s5,128,5,7,moment5,moment9,10.0,1019,19980,7.3476544739520255e-06,1.052277271689649e-05,0.00042021391913080603,3.715587299385615e-06,7.3476544739520255e-06,1.052277271689649e-05,0.00042021391913080603,3.717283811547218e-06
core_N128_s5,128,5,7,moment5,moment9,100.0,1019,19980,6.88023541731142e-06,1.0226899882908763e-05,0.00040869460760181345,3.061852042943018e-06,6.88023541731142e-06,1.0233243969229911e-05,0.00040869460760181345,3.06862055390034e-06
core_N128_s6,128,6,0,moment3,moment9,0.0001,1019,19980,-0.0017319458953058142,0.0018791683783419147,0.08009521715741624,0.0023833220818365542,0.0017319458953058142,0.0022767794074675446,0.08009521715741624,0.002535630632601881
core_N128_s6,128,6,0,moment3,moment9,0.001,1019,19980,-0.0017310339748333459,0.0018788613590226182,0.08008674216838277,0.0023826962565801388,0.0017310339748333459,0.0022767794074675446,0.08008674216838277,0.002535028925119172
core_N128_s6,128,6,0,moment3,moment9,0.01,1019,19980,-0.0017220302188659803,0.0018758196726732699,0.0800025442024851,0.0023764413986925633,0.0017220302188659803,0.0022767794074675446,0.0800025442024851,0.0025290049748086622
core_N128_s6,128,6,0,moment3,moment9,0.1,1019,19980,-0.0016689294190095905,0.00184814987371516,0.0792173153886155,0.0023147951411368124,0.0016689294190095905,0.0022767794074675446,0.0792173153886155,0.00246885645942816
core_N128_s6,128,6,0,moment3,moment9,1.0,1019,19980,-0.0013795913960209794,0.0017258498270565665,0.0752413733760367,0.0018929452546386288,0.0013795913960209794,0.0022767794074675446,0.0752413733760367,0.002041254601578814
core_N128_s6,128,6,0,moment3,moment9,10.0,1019,19980,-0.001151981247457315,0.00161851384347225,0.07033248579494199,0.0013876658717150872,0.001151981247457315,0.0022767794074675446,0.07033248579494199,0.0014836371162148098
core_N128_s6,128,6,0,moment3,moment9,100.0,1019,19980,0.0008848198179872979,0.005666957952123533,0.0978125181253422,0.0015535472742101695,0.0008848198179872979,0.005666957952123533,0.0978125181253422,0.0015535472742101695
core_N128_s6,128,6,0,moment5,moment9,0.0001,1019,19980,1.1596689406340177e-05,1.5172781167527805e-05,0.0005880272886881512,1.0368513312356779e-05,1.1596689406340177e-05,1.5172781167527805e-05,0.0005880272886881512,1.0368513312356779e-05
core_N128_s6,128,6,0,moment5,moment9,0.001,1019,19980,1.1588531661291257e-05,1.5167775194207423e-05,0.0005878559098584486,1.0362235604106486e-05,1.1588531661291257e-05,1.5167775194207423e-05,0.0005878559098584486,1.0362235604106486e-05
core_N128_s6,128,6,0,moment5,moment9,0.01,1019,19980,1.1507952986891667e-05,1.511806655216956e-05,0.0005861522426187005,1.0299908160146474e-05,1.1507952986891667e-05,1.511806655216956e-05,0.0005861522426187005,1.0299908160146474e-05
core_N128_s6,128,6,0,moment5,moment9,0.1,1019,19980,1.1290173020608862e-05,1.4654463373808512e-05,0.0005701067069599604,9.719776512973228e-06,1.1290173020608862e-05,1.4654463373808512e-05,0.0005701067069599604,9.719776512973228e-06
core_N128_s6,128,6,0,moment5,moment9,1.0,1019,19980,9.160148093406706e-06,1.2067477616109223e-05,0.0004765813451243589,6.567316323696092e-06,9.160148093406706e-06,1.2067477616109223e-05,0.0004765813451243589,6.567316323696092e-06
core_N128_s6,128,6,0,moment5,moment9,10.0,1019,19980,7.03741089283505e-06,9.288451702953334e-06,0.0003704780731408062,3.5109243300827264e-06,7.03741089283505e-06,9.288451702953334e-06,0.0003704780731408062,3.5109243300827264e-06
core_N128_s6,128,6,0,moment5,moment9,100.0,1019,19980,6.522622316942894e-06,8.7574862941399e-06,0.00034931944228822217,2.9843887174106532e-06,6.522622316942894e-06,8.7574862941399e-06,0.00034931944228822217,2.9922591057566485e-06
core_N128_s6,128,6,1,moment3,moment9,0.0001,1019,19980,0.0,4.017540766960714e-17,5.006964457854885e-16,4.807407289046552e-17,4.163336342344337e-17,1.2052622386539667e-16,5.006964457854885e-16,1.5453652082766616e-16
core_N128_s6,128,6,1,moment3,moment9,0.001,1019,19980,-1.3877787807814457e-17,4.017771194346788e-17,4.613580268966009e-16,7.3434354326142e-17,4.163336342344337e-17,1.6071084482627483e-16,4.62770306793506e-16,2.00148324148528e-16
